Method,ASSERT,B,BRANCH,CALL,CALLED,CALLEDp,CALLEDt,CAST,CAUGHT,CDENS,CLOC,CogC,COM_RAT,CONTROL,D,E,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),JLOC,LOC,LOOP,LOOP_NEST,N,n,NBD,NCLOC,NP,NTP,NULL,OVER,QCP_CRCT,QCP_MAINT,QCP_RLBTY,RETURN,RLOC,STAT,TCOM_RAT,THROWS,TODO,V,v(G)
com.naman14.timber.widgets.CircularSeekBar.calculatePointerXYPosition(),0,0,0,5,1,1,0,0,0,20.00%,0,1,0.00%,1,7,750,1,4,26,1,n/a,2,0,8,0,0,25,16,1,8,0,0,0,n/a,16,85,38,1,0.88%,5,0.00%,0,0,100,2
com.naman14.timber.widgets.CircularSeekBar.calculateProgressDegrees(),0,0,0,0,2,2,0,0,0,0.00%,6,1,75.00%,0,4,209,1,2,16,0,n/a,1,4,8,0,0,14,10,0,4,0,0,0,n/a,10,48,22,1,0.88%,2,100.00%,0,0,46,2
com.naman14.timber.widgets.CircularSeekBar.calculateTotalDegrees(),0,0,0,0,1,1,0,0,0,33.33%,5,1,50.00%,1,5,298,1,2,17,1,n/a,1,4,10,0,0,16,11,1,6,0,0,0,n/a,12,56,27,1,1.10%,3,66.67%,0,0,55,2
com.naman14.timber.widgets.CircularSeekBar.getCircleColor(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,1,12,1,1,1,0,n/a,1,5,8,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.88%,1,166.67%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.getCircleFillColor(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,1,12,1,1,1,0,n/a,1,5,8,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.88%,1,166.67%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.getCircleProgressColor(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,1,12,1,1,1,0,n/a,1,5,8,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.88%,1,166.67%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.getMax(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,2,23,1,1,1,0,n/a,1,5,8,0,0,5,5,0,3,0,0,0,0,5,18,9,1,0.88%,1,166.67%,0,0,11,1
com.naman14.timber.widgets.CircularSeekBar.getPointerAlpha(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,1,12,1,1,1,0,n/a,1,5,8,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.88%,1,166.67%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.getPointerAlphaOnTouch(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,1,12,1,1,1,0,n/a,1,5,8,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.88%,1,166.67%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.getPointerColor(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,1,12,1,1,1,0,n/a,1,5,8,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.88%,1,166.67%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.getPointerHaloColor(),0,0,0,0,0,0,0,0,0,0.00%,4,0,62.50%,0,1,12,1,1,1,0,n/a,1,5,8,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.88%,1,166.67%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.getProgress(),0,0,0,1,0,0,0,1,0,0.00%,4,0,55.56%,0,3,145,1,2,10,0,n/a,1,5,9,0,0,12,11,0,4,0,0,0,0,7,40,17,1,0.99%,2,125.00%,0,0,41,1
"com.naman14.timber.widgets.CircularSeekBar.init(AttributeSet, int)",0,0,0,5,3,3,0,0,0,0.00%,0,0,0.00%,0,5,308,1,4,18,0,n/a,1,0,6,0,0,15,14,0,6,2,0,0,n/a,11,51,22,1,0.66%,4,0.00%,0,0,57,1
com.naman14.timber.widgets.CircularSeekBar.initAttributes(TypedArray),0,0,0,28,1,1,0,0,1,28.00%,7,21,10.00%,14,19,"26,382",1,36,303,1,n/a,7,6,80,0,0,211,92,2,72,1,0,6,n/a,87,703,292,1,8.79%,50,11.11%,0,0,"1,376",16
com.naman14.timber.widgets.CircularSeekBar.initPaints(),0,0,0,40,2,2,0,0,0,0.00%,3,0,6.82%,0,22,"13,941",1,39,176,0,n/a,1,3,44,0,0,118,40,0,41,0,0,0,n/a,63,395,160,1,4.84%,39,7.32%,0,0,627,1
com.naman14.timber.widgets.CircularSeekBar.initPaths(),0,0,0,4,1,1,0,0,0,0.00%,3,0,33.33%,0,3,177,1,4,18,0,n/a,1,3,9,0,0,16,10,0,6,0,0,0,n/a,9,54,23,1,0.99%,4,50.00%,0,0,53,1
com.naman14.timber.widgets.CircularSeekBar.initRects(),0,0,0,1,1,1,0,0,0,0.00%,3,0,50.00%,0,3,93,1,1,9,0,n/a,1,3,6,0,0,10,7,0,3,0,0,0,n/a,6,33,14,1,0.66%,1,100.00%,0,0,28,1
com.naman14.timber.widgets.CircularSeekBar.isLockEnabled(),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.33%,1,0.00%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.onDraw(Canvas),0,0,0,11,3,3,0,0,0,10.00%,0,1,0.00%,1,14,"4,526",1,9,79,1,n/a,2,0,14,0,0,63,32,1,14,1,0,0,0,28,204,81,1,1.54%,10,0.00%,0,0,315,2
"com.naman14.timber.widgets.CircularSeekBar.onMeasure(int, int)",0,0,0,9,1,1,0,2,0,27.78%,4,8,13.33%,5,26,"11,395",1,13,101,2,n/a,3,0,30,0,0,86,32,2,27,2,0,0,0,56,290,126,1,3.30%,18,11.11%,0,0,430,6
com.naman14.timber.widgets.CircularSeekBar.onRestoreInstanceState(Parcelable),0,0,0,14,3,3,0,1,0,0.00%,0,0,0.00%,0,6,"1,640",1,15,74,0,n/a,1,0,18,0,0,51,33,0,18,1,0,0,0,23,170,69,1,1.98%,15,0.00%,0,0,257,1
com.naman14.timber.widgets.CircularSeekBar.onSaveInstanceState(),0,0,0,13,3,3,0,0,0,0.00%,0,0,0.00%,0,5,"1,464",1,14,60,0,n/a,1,0,17,0,0,50,31,0,17,0,0,0,0,21,166,67,1,1.87%,14,0.00%,0,0,247,1
com.naman14.timber.widgets.CircularSeekBar.onTouchEvent(MotionEvent),0,1,0,48,2,2,0,3,0,28.57%,27,97,16.07%,36,100,"311,985",6,90,535,3,n/a,18,0,168,0,0,462,105,4,161,1,0,7,0,296,"1,586",701,5,18.46%,126,4.35%,0,1,"3,101",54
com.naman14.timber.widgets.CircularSeekBar.recalculateAll(),0,0,0,6,9,9,0,0,0,0.00%,0,0,0.00%,0,0,0,1,6,12,0,n/a,1,0,8,0,0,8,8,0,8,0,0,0,n/a,8,32,17,1,0.88%,6,0.00%,0,0,24,1
com.naman14.timber.widgets.CircularSeekBar.setCircleColor(int),0,0,0,2,0,0,0,0,0,0.00%,4,0,50.00%,0,3,89,1,3,9,0,n/a,1,5,10,0,0,9,8,0,5,1,0,0,0,8,32,15,1,1.10%,3,100.00%,0,0,26,1
com.naman14.timber.widgets.CircularSeekBar.setCircleFillColor(int),0,0,0,2,0,0,0,0,0,0.00%,4,0,50.00%,0,3,89,1,3,9,0,n/a,1,5,10,0,0,9,8,0,5,1,0,0,0,8,32,15,1,1.10%,3,100.00%,0,0,26,1
com.naman14.timber.widgets.CircularSeekBar.setCircleProgressColor(int),0,0,0,2,1,1,0,0,0,0.00%,4,0,50.00%,0,3,89,1,3,9,0,n/a,1,5,10,0,0,9,8,0,5,1,0,0,0,8,32,15,1,1.10%,3,100.00%,0,0,26,1
com.naman14.timber.widgets.CircularSeekBar.setLockEnabled(boolean),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,4,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,0,5,21,10,1,0.33%,1,0.00%,0,0,15,1
com.naman14.timber.widgets.CircularSeekBar.setMax(int),0,0,0,3,1,1,0,0,0,37.50%,8,6,45.00%,3,10,"1,150",1,5,27,3,n/a,4,7,20,0,0,27,18,3,13,1,0,1,0,26,100,53,1,2.20%,8,53.85%,0,0,112,4
com.naman14.timber.widgets.CircularSeekBar.setOnSeekBarChangeListener(OnCircularSeekBarChangeListener),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,1,8,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,1,0,0,0,4,15,8,1,0.33%,1,0.00%,0,0,8,1
com.naman14.timber.widgets.CircularSeekBar.setPointerAlpha(int),0,0,0,2,0,0,0,0,0,25.00%,4,2,41.67%,1,7,466,1,3,16,1,n/a,2,5,12,0,0,17,14,1,7,1,0,0,0,15,60,29,1,1.32%,4,71.43%,0,0,64,3
com.naman14.timber.widgets.CircularSeekBar.setPointerAlphaOnTouch(int),0,0,0,0,0,0,0,0,0,50.00%,4,2,50.00%,1,5,236,1,1,10,1,n/a,1,5,10,0,0,13,11,1,5,1,0,0,0,11,46,23,1,1.10%,2,100.00%,0,0,44,3
com.naman14.timber.widgets.CircularSeekBar.setPointerColor(int),0,0,0,2,1,1,0,0,0,0.00%,4,0,50.00%,0,3,89,1,3,9,0,n/a,1,5,10,0,0,9,8,0,5,1,0,0,0,8,32,15,1,1.10%,3,100.00%,0,0,26,1
com.naman14.timber.widgets.CircularSeekBar.setPointerHaloColor(int),0,0,0,2,1,1,0,0,0,0.00%,4,0,50.00%,0,3,89,1,3,9,0,n/a,1,5,10,0,0,9,8,0,5,1,0,0,0,8,32,15,1,1.10%,3,100.00%,0,0,26,1
com.naman14.timber.widgets.CircularSeekBar.setProgress(int),0,0,0,3,1,1,0,0,0,33.33%,5,3,37.50%,2,8,616,1,4,19,2,n/a,3,6,16,0,0,20,14,2,10,1,0,1,0,20,74,39,1,1.76%,6,60.00%,0,0,76,3
com.naman14.timber.widgets.CircularSeekBar.setProgressBasedOnAngle(float),0,0,0,2,3,3,0,1,0,0.00%,0,0,0.00%,0,3,181,1,3,16,0,n/a,1,0,5,0,0,14,13,0,5,1,0,0,n/a,8,47,20,1,0.55%,3,0.00%,0,0,51,1
"com.naman14.timber.widgets.DividerItemDecoration.DividerItemDecoration(Context, int)",0,0,0,8,8,8,0,0,0,16.67%,1,2,11.11%,1,9,972,1,5,37,1,n/a,2,0,9,0,0,25,20,0,8,2,0,0,n/a,19,86,39,1,12.50%,6,12.50%,0,0,108,2
"com.naman14.timber.widgets.DividerItemDecoration.DividerItemDecoration(Context, int, int)",0,0,0,2,2,2,0,0,0,0.00%,0,0,0.00%,0,2,53,1,2,10,0,n/a,1,0,4,0,0,9,8,0,4,3,0,0,n/a,6,31,14,1,5.56%,2,0.00%,0,0,26,1
"com.naman14.timber.widgets.DividerItemDecoration.drawHorizontal(Canvas, RecyclerView)",0,0,0,10,1,1,0,1,0,8.33%,0,1,0.00%,1,16,"4,538",1,11,49,0,n/a,2,0,14,1,1,54,32,1,14,2,0,0,0,32,179,74,1,19.44%,12,0.00%,0,0,270,2
"com.naman14.timber.widgets.DividerItemDecoration.drawVertical(Canvas, RecyclerView)",0,0,0,10,1,1,0,1,0,8.33%,0,1,0.00%,1,16,"4,538",1,11,49,0,n/a,2,0,14,1,1,54,32,1,14,2,0,0,0,32,179,74,1,19.44%,12,0.00%,0,0,270,2
"com.naman14.timber.widgets.DividerItemDecoration.getItemOffsets(Rect, int, RecyclerView)",0,0,0,4,0,0,0,0,0,33.33%,0,2,0.00%,1,10,904,1,2,21,1,n/a,2,0,8,0,0,22,14,1,8,3,0,0,0,17,74,33,1,11.11%,3,0.00%,0,0,83,2
"com.naman14.timber.widgets.DividerItemDecoration.onDraw(Canvas, RecyclerView)",0,0,0,2,0,0,0,0,0,33.33%,0,2,0.00%,1,5,236,1,2,11,1,n/a,2,0,8,0,0,13,11,1,8,2,0,0,0,12,47,24,1,11.11%,3,0.00%,0,0,44,2
com.naman14.timber.widgets.DividerItemDecoration.setOrientation(int),0,0,0,1,2,2,0,0,0,33.33%,0,2,0.00%,1,5,331,2,2,12,1,n/a,1,0,6,0,0,16,13,1,6,1,0,0,0,12,56,27,1,8.33%,3,0.00%,0,0,59,3
com.naman14.timber.widgets.DragSortRecycler.OnDragStateChangedListener.onDragStart(),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,25.00%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.widgets.DragSortRecycler.OnDragStateChangedListener.onDragStop(),n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,0,n/a,n/a,n/a,n/a,n/a,n/a,25.00%,n/a,0.00%,0,0,n/a,n/a
"com.naman14.timber.widgets.DragSortRecycler.OnItemMovedListener.onItemMoved(int, int)",n/a,n/a,n/a,n/a,1,1,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,0,n/a,n/a,n/a,n/a,n/a,n/a,33.33%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.widgets.DragSortRecycler.canDragOver(int),0,0,0,0,1,1,0,0,0,0.00%,2,0,57.14%,0,2,23,1,1,1,0,n/a,1,4,7,0,0,5,5,0,3,1,0,0,0,5,18,9,1,2.29%,1,133.33%,0,0,11,1
com.naman14.timber.widgets.DragSortRecycler.createFloatingBitmap(View),0,0,0,14,1,1,0,0,0,0.00%,0,0,0.00%,0,16,"2,456",1,8,47,0,n/a,1,0,11,0,0,34,20,0,11,1,0,0,n/a,26,112,45,1,3.59%,8,0.00%,0,0,146,1
com.naman14.timber.widgets.DragSortRecycler.debugLog(String),0,0,0,1,12,12,0,0,0,50.00%,0,1,0.00%,1,2,39,1,1,6,1,n/a,2,0,4,0,0,7,7,0,4,1,0,0,n/a,8,28,17,1,1.31%,2,0.00%,0,0,19,2
"com.naman14.timber.widgets.DragSortRecycler.getItemOffsets(Rect, View, RecyclerView, State)",0,0,0,21,1,1,0,7,0,25.00%,11,23,21.15%,7,40,"33,311",3,21,169,4,n/a,7,0,52,0,0,145,51,4,42,4,0,0,0,84,484,207,2,16.99%,28,23.81%,0,0,822,10
com.naman14.timber.widgets.DragSortRecycler.getNewPostion(RecyclerView),0,0,2,10,1,1,0,0,0,42.86%,12,20,29.27%,12,33,"18,780",5,16,93,2,n/a,2,6,41,1,1,102,45,2,35,1,0,0,n/a,83,361,171,2,13.40%,28,17.14%,0,0,560,11
com.naman14.timber.widgets.DragSortRecycler.getScrollListener(),0,0,0,0,2,2,0,0,0,0.00%,0,0,0.00%,0,1,4,1,1,1,0,n/a,1,0,3,0,0,3,3,0,3,0,0,0,0,4,12,7,1,0.98%,1,0.00%,0,0,4,1
"com.naman14.timber.widgets.DragSortRecycler.onDrawOver(Canvas, RecyclerView, State)",0,0,0,4,0,0,0,1,0,20.00%,0,1,0.00%,1,7,688,1,4,24,1,n/a,2,0,9,0,0,22,18,1,9,3,0,1,0,16,76,35,1,2.94%,5,0.00%,0,0,91,2
"com.naman14.timber.widgets.DragSortRecycler.onInterceptTouchEvent(RecyclerView, MotionEvent)",0,0,0,29,0,0,0,3,0,19.44%,5,11,9.43%,7,38,"36,804",7,29,187,2,n/a,6,0,53,0,0,158,64,3,48,2,0,2,0,90,529,224,5,17.32%,36,10.42%,0,0,948,9
com.naman14.timber.widgets.DragSortRecycler.onRequestDisallowInterceptTouchEvent(boolean),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,1,0,0,0,n/a,1,0,3,0,0,3,3,0,3,1,0,0,0,2,11,6,1,0.98%,0,0.00%,0,0,4,1
"com.naman14.timber.widgets.DragSortRecycler.onTouchEvent(RecyclerView, MotionEvent)",0,0,0,20,0,0,0,2,0,25.93%,3,13,8.33%,7,38,"29,215",2,20,160,3,n/a,10,0,36,0,0,132,53,2,35,2,0,2,0,81,442,189,2,11.76%,27,2.86%,0,0,756,10
com.naman14.timber.widgets.DragSortRecycler.setAutoScrollSpeed(float),0,0,0,0,0,0,0,0,0,0.00%,3,0,50.00%,0,1,17,1,1,3,0,n/a,1,0,6,0,0,5,5,0,3,1,0,0,0,4,18,9,1,1.96%,1,100.00%,0,0,11,1
com.naman14.timber.widgets.DragSortRecycler.setAutoScrollWindow(float),0,0,0,0,0,0,0,0,0,0.00%,4,0,57.14%,0,1,17,1,1,3,0,n/a,1,0,7,0,0,5,5,0,3,1,0,0,0,4,18,9,1,2.29%,1,133.33%,0,0,11,1
com.naman14.timber.widgets.DragSortRecycler.setFloatingAlpha(float),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,3,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,0,4,18,9,1,0.98%,1,0.00%,0,0,11,1
com.naman14.timber.widgets.DragSortRecycler.setFloatingBgColor(int),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,3,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,0,4,18,9,1,0.98%,1,0.00%,0,0,11,1
com.naman14.timber.widgets.DragSortRecycler.setIsDragging(boolean),0,0,0,2,2,2,0,0,0,50.00%,0,7,0.00%,3,10,786,1,3,16,3,n/a,4,0,12,0,0,21,13,3,12,1,0,1,n/a,24,80,45,1,3.92%,6,0.00%,0,0,77,4
com.naman14.timber.widgets.DragSortRecycler.setLeftDragArea(int),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,3,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,0,4,18,9,1,0.98%,1,0.00%,0,0,11,1
com.naman14.timber.widgets.DragSortRecycler.setOnDragStateChangedListener(OnDragStateChangedListener),0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,2,31,1,1,4,0,n/a,1,0,3,0,0,6,6,0,3,1,0,0,0,5,21,10,1,0.98%,1,0.00%,0,0,15,1
com.naman14.timber.widgets.DragSortRecycler.setOnItemMovedListener(OnItemMovedListener),0,0,0,0,2,2,0,0,0,0.00%,3,0,50.00%,0,1,8,1,1,3,0,n/a,1,0,6,0,0,4,4,0,3,1,0,0,0,4,15,8,1,1.96%,1,100.00%,0,0,8,1
com.naman14.timber.widgets.DragSortRecycler.setViewHandleId(int),0,0,0,0,2,2,0,0,0,0.00%,0,0,0.00%,0,1,17,1,1,3,0,n/a,1,0,3,0,0,5,5,0,3,1,0,0,0,4,18,9,1,0.98%,1,0.00%,0,0,11,1
com.naman14.timber.widgets.FastScroller.FastScroller(Context),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,5,90,1,2,6,0,n/a,1,0,4,0,0,7,6,0,4,1,0,0,n/a,9,25,12,1,2.82%,2,0.00%,0,0,18,1
"com.naman14.timber.widgets.FastScroller.FastScroller(Context, AttributeSet)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,94,1,2,7,0,n/a,1,0,4,0,0,9,7,0,4,2,0,0,n/a,7,31,14,1,2.82%,2,0.00%,0,0,25,1
"com.naman14.timber.widgets.FastScroller.FastScroller(Context, AttributeSet, int)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,4,152,1,2,8,0,n/a,1,0,4,0,0,12,9,0,4,3,0,0,n/a,8,40,17,1,2.82%,2,0.00%,0,0,38,1
"com.naman14.timber.widgets.FastScroller.ScrollListener.onScrolled(RecyclerView, int, int)",0,0,0,7,1,1,0,7,0,20.00%,0,4,0.00%,3,22,"7,051",2,12,62,1,n/a,1,0,20,0,0,64,30,1,20,3,0,0,0,45,216,93,2,90.91%,15,0.00%,0,0,314,4
"com.naman14.timber.widgets.FastScroller.getValueInRange(int, int, int)",0,0,0,2,3,3,0,0,0,0.00%,0,0,0.00%,0,2,103,1,2,10,0,n/a,1,0,4,0,0,13,9,0,4,3,0,0,n/a,6,43,18,1,2.82%,2,0.00%,0,0,41,1
com.naman14.timber.widgets.FastScroller.hideBubble(),0,0,0,10,1,1,0,0,0,9.09%,0,1,0.00%,1,17,"3,289",1,10,47,1,n/a,2,0,20,0,0,41,24,2,20,0,0,1,n/a,32,139,60,1,14.08%,11,0.00%,0,0,187,2
com.naman14.timber.widgets.FastScroller.initialise(Context),0,0,0,7,3,3,0,1,0,0.00%,0,0,0.00%,0,4,466,1,7,37,0,n/a,1,0,9,0,0,22,20,0,9,1,0,0,n/a,13,75,32,1,6.34%,7,0.00%,0,0,95,1
"com.naman14.timber.widgets.FastScroller.onSizeChanged(int, int, int, int)",0,0,0,1,3,3,0,0,0,0.00%,0,0,0.00%,0,3,139,1,2,10,0,n/a,1,0,5,0,0,14,10,0,5,4,0,0,0,7,46,19,1,3.52%,2,0.00%,0,0,46,1
com.naman14.timber.widgets.FastScroller.onTouchEvent(MotionEvent),0,0,0,13,2,2,0,0,0,38.10%,0,7,0.00%,8,21,"6,682",2,13,58,1,n/a,3,0,25,0,0,59,39,1,25,1,0,1,0,56,214,105,4,17.61%,21,0.00%,0,0,311,7
com.naman14.timber.widgets.FastScroller.setBubbleAndHandlePosition(float),0,0,0,6,2,2,0,2,0,0.00%,0,0,0.00%,0,9,"1,368",1,4,39,0,n/a,1,0,6,0,0,35,17,0,6,1,0,0,n/a,15,111,42,1,4.23%,4,0.00%,0,0,143,1
com.naman14.timber.widgets.FastScroller.setRecyclerView(RecyclerView),0,0,0,1,4,4,0,0,0,0.00%,0,0,0.00%,0,2,59,1,2,8,0,n/a,1,0,4,0,0,8,7,0,4,1,0,0,0,6,28,13,1,2.82%,2,0.00%,0,0,22,1
com.naman14.timber.widgets.FastScroller.setRecyclerViewPosition(float),0,0,0,11,1,1,0,5,0,25.00%,1,5,5.88%,3,20,"6,525",1,9,69,2,n/a,3,0,17,0,0,61,37,1,16,1,0,1,n/a,40,205,89,1,11.97%,12,6.25%,0,0,317,4
com.naman14.timber.widgets.FastScroller.showBubble(),0,0,0,6,1,1,0,0,0,16.67%,0,1,0.00%,1,7,688,1,5,26,1,n/a,2,0,8,0,0,22,18,0,8,0,0,1,n/a,17,77,36,1,5.63%,6,0.00%,0,0,91,2
com.naman14.timber.widgets.MultiViewPager.MultiViewPager(Context),0,0,0,3,0,0,0,0,0,0.00%,0,0,0.00%,0,2,44,1,3,9,0,n/a,1,0,5,0,0,8,7,0,5,1,0,0,n/a,7,29,14,1,3.82%,3,0.00%,0,0,22,1
"com.naman14.timber.widgets.MultiViewPager.MultiViewPager(Context, AttributeSet)",0,0,0,4,0,0,0,0,0,0.00%,0,0,0.00%,0,3,142,1,4,14,0,n/a,1,0,6,0,0,12,9,0,6,2,0,0,n/a,9,42,19,1,4.58%,4,0.00%,0,0,38,1
"com.naman14.timber.widgets.MultiViewPager.constrainTo(Point, Point)",0,0,0,0,1,1,0,0,0,66.67%,0,6,0.00%,4,9,"1,151",1,2,28,2,n/a,1,0,12,0,0,33,13,2,12,2,0,0,n/a,25,117,58,1,9.16%,6,0.00%,0,0,122,5
"com.naman14.timber.widgets.MultiViewPager.init(Context, AttributeSet)",0,0,0,9,1,1,0,0,0,0.00%,0,0,0.00%,0,7,913,1,6,40,0,n/a,1,0,8,0,0,27,21,0,8,2,0,0,n/a,15,89,36,1,6.11%,6,0.00%,0,0,118,1
"com.naman14.timber.widgets.MultiViewPager.onMeasure(int, int)",0,0,0,9,2,2,0,0,0,12.50%,0,2,0.00%,1,15,"2,963",1,7,54,1,n/a,2,0,17,0,0,42,23,1,17,2,0,0,0,27,139,58,1,12.98%,8,0.00%,0,0,189,3
"com.naman14.timber.widgets.MultiViewPager.onMeasurePage(int, int)",0,0,0,11,1,1,0,3,0,26.32%,2,7,6.67%,5,21,"7,828",5,14,67,2,n/a,4,0,30,0,0,69,41,2,28,2,0,1,0,52,240,110,2,22.90%,19,7.14%,0,0,369,6
"com.naman14.timber.widgets.MultiViewPager.onSizeChanged(int, int, int, int)",0,0,0,1,4,4,0,0,0,0.00%,1,0,16.67%,0,2,121,1,2,10,0,n/a,1,0,6,0,0,14,11,0,5,4,0,0,0,6,46,19,1,4.58%,2,20.00%,0,0,48,1
com.naman14.timber.widgets.MultiViewPager.setMatchChildWidth(int),0,0,0,0,1,1,0,0,0,33.33%,4,1,45.45%,1,3,130,1,2,9,1,n/a,1,5,11,0,0,11,9,1,6,1,0,0,0,10,41,22,1,8.40%,3,83.33%,0,0,34,2
com.naman14.timber.widgets.MultiViewPager.setMaxHeight(int),0,0,0,0,1,1,0,0,0,0.00%,4,0,62.50%,0,1,17,1,1,3,0,n/a,1,5,8,0,0,5,5,0,3,1,0,0,0,4,18,9,1,6.11%,1,166.67%,0,0,11,1
com.naman14.timber.widgets.MultiViewPager.setMaxWidth(int),0,0,0,0,1,1,0,0,0,0.00%,4,0,62.50%,0,1,17,1,1,3,0,n/a,1,5,8,0,0,5,5,0,3,1,0,0,0,4,18,9,1,6.11%,1,166.67%,0,0,11,1
com.naman14.timber.widgets.MusicVisualizer.MusicVisualizer(Context),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,54,1,2,6,0,n/a,1,0,4,0,0,7,6,0,4,1,0,0,n/a,7,25,12,1,7.69%,2,0.00%,0,0,18,1
"com.naman14.timber.widgets.MusicVisualizer.MusicVisualizer(Context, AttributeSet)",0,0,0,3,1,1,0,0,0,0.00%,1,0,16.67%,0,3,89,1,3,10,0,n/a,1,0,6,0,0,9,8,0,5,2,0,0,n/a,8,32,15,1,11.54%,3,20.00%,0,0,26,1
com.naman14.timber.widgets.MusicVisualizer.getDimensionInPixel(int),0,0,0,3,6,6,0,1,0,0.00%,1,0,25.00%,0,3,90,1,1,11,0,n/a,1,0,4,0,0,10,8,0,3,1,0,0,n/a,6,33,14,1,7.69%,1,33.33%,0,0,30,1
com.naman14.timber.widgets.MusicVisualizer.onDraw(Canvas),0,0,0,23,3,3,0,3,0,0.00%,1,0,11.11%,0,13,"4,900",1,5,103,0,n/a,1,0,9,0,0,74,27,0,8,1,0,0,0,20,229,82,1,17.31%,5,12.50%,0,0,351,1
com.naman14.timber.widgets.MusicVisualizer.onWindowVisibilityChanged(int),0,0,0,4,1,1,0,0,0,33.33%,0,2,0.00%,2,10,799,1,4,19,1,n/a,3,0,10,0,0,21,14,1,10,1,0,0,0,22,76,38,1,19.23%,6,0.00%,0,0,79,3
com.naman14.timber.widgets.MusicVisualizer.setColor(int),0,0,0,2,3,3,0,0,0,0.00%,0,0,0.00%,0,2,49,1,2,6,0,n/a,1,0,4,0,0,7,7,0,4,1,0,0,0,6,25,12,1,7.69%,2,0.00%,0,0,19,1
"com.naman14.timber.widgets.PlayPauseButton.OnControlStatusChangeListener.onStatusChange(View, boolean)",n/a,n/a,n/a,n/a,0,0,0,n/a,n/a,n/a,0,n/a,0.00%,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,2,0,n/a,n/a,n/a,n/a,n/a,n/a,33.33%,n/a,0.00%,0,0,n/a,n/a
com.naman14.timber.widgets.PlayPauseButton.PlayPauseButton(Context),0,0,0,1,0,0,0,0,0,0.00%,4,0,57.14%,0,1,23,1,1,5,0,n/a,1,4,7,0,0,6,6,0,3,1,0,0,n/a,4,21,10,1,2.22%,1,133.33%,0,0,15,1
